Ticker,Name,Opening Price,Closing Price,Week 0,Week 1
TGNA,TEGNA Inc.,13.22,9.82,2009-10-30,2009-11-06
TGNA,TEGNA Inc.,12.88,10.8,2011-08-05,2011-08-12
TGNA,TEGNA Inc.,23.91,14.68,2017-06-02,2017-06-09
TGP,Teekay LNG Partners L.P.,13.85,10.37,2008-10-10,2008-10-17
TGP,Teekay LNG Partners L.P.,16.34,13.04,2008-11-14,2008-11-21
TGP,Teekay LNG Partners L.P.,17.36,10.17,2015-12-18,2015-12-25
TIF,Tiffany & Co.,27.89,22.68,2008-10-24,2008-10-31
TIF,Tiffany & Co.,68.64,57.36,2011-08-19,2011-08-26
TIME,Time Inc.,18.65,15.2,2017-04-28,2017-05-05
TK,Teekay Corporation,27.71,22.77,2008-10-03,2008-10-10
TK,Teekay Corporation,21.64,16.72,2008-11-07,2008-11-14
TK,Teekay Corporation,15.48,11.84,2009-03-06,2009-03-13
TK,Teekay Corporation,16.74,14.2,2009-05-15,2009-05-22
TK,Teekay Corporation,25.2,21.4,2010-02-05,2010-02-12
TK,Teekay Corporation,67.78,57.5,2014-10-10,2014-10-17
TK,Teekay Corporation,19.99,8.8,2015-12-18,2015-12-25
TK,Teekay Corporation,10.2,8.66,2016-06-10,2016-06-17
TLK,"PT Telekomunikasi Indonesia, Tbk",26,21.83,2008-10-24,2008-10-31
TLK,"PT Telekomunikasi Indonesia, Tbk",64.78,32.04,2016-10-28,2016-11-04
TMO,Thermo Fisher Scientific Inc,49.74,41.01,2008-10-10,2008-10-17
TNC,Tennant Company,28.51,22.8,2008-10-24,2008-10-31
TNC,Tennant Company,24.76,17.82,2008-12-19,2008-12-26
TNC,Tennant Company,12.92,9.86,2009-02-27,2009-03-06
TOO,Teekay Offshore Partners L.P.,10.25,6.58,2008-10-10,2008-10-17
TOO,Teekay Offshore Partners L.P.,13.71,11.51,2009-02-20,2009-02-27
TOO,Teekay Offshore Partners L.P.,11.3,9.36,2015-12-11,2015-12-18
TPB,"Turning Point Brands, Inc.",10.6,8.276,2016-06-10,2016-06-17
TPB,"Turning Point Brands, Inc.",15.65,13.07,2016-09-16,2016-09-23
TREC,Trecora Resources,11.9,10.02,2016-01-15,2016-01-22
TRI,Thomson Reuters Corp,26.2,20,2008-10-24,2008-10-31
TRN,"Trinity Industries, Inc.",29.45,21.33,2008-10-03,2008-10-10
TRN,"Trinity Industries, Inc.",15.96,13.46,2009-01-16,2009-01-23
TRN,"Trinity Industries, Inc.",11.07,8.37,2009-02-20,2009-02-27
TRN,"Trinity Industries, Inc.",17.36,14.41,2009-05-15,2009-05-22
TRN,"Trinity Industries, Inc.",25.18,21.25,2010-05-07,2010-05-14
TRN,"Trinity Industries, Inc.",30.41,24.42,2011-08-05,2011-08-12
TRN,"Trinity Industries, Inc.",26.22,21.66,2011-09-23,2011-09-30
TRN,"Trinity Industries, Inc.",82.22,42.23,2014-06-20,2014-06-27
TRN,"Trinity Industries, Inc.",41.55,35.17,2014-10-10,2014-10-17
TRN,"Trinity Industries, Inc.",35.9,28.7,2015-04-24,2015-05-01
TRN,"Trinity Industries, Inc.",21.63,16.43,2016-02-19,2016-02-26
TTI,"Tetra Technologies, Inc.",14.38,11.82,2008-10-03,2008-10-10
TTI,"Tetra Technologies, Inc.",10.12,8.5,2010-07-02,2010-07-09
TTI,"Tetra Technologies, Inc.",13.13,9.82,2011-08-05,2011-08-12
TTM,Tata Motors Ltd,24.92,20.11,2012-06-01,2012-06-08
TTP,"Tortoise Pipeline & Energy Fund, Inc.",13.15,11.15,2016-01-15,2016-01-22
TWX,Time Warner Inc.,11.9,9.19,2008-10-10,2008-10-17
TXT,Textron Inc.,31.96,25.22,2008-10-03,2008-10-10
TXT,Textron Inc.,15.27,12.91,2008-12-26,2009-01-02
TXT,Textron Inc.,12.56,9.03,2009-01-30,2009-02-06
TXT,Textron Inc.,11.29,9.59,2009-06-19,2009-06-26
TXT,Textron Inc.,19.32,16.07,2010-07-02,2010-07-09
TXT,Textron Inc.,23.42,18.59,2011-08-05,2011-08-12
TY,Tri Continental Corporation,13.26,10.38,2008-10-10,2008-10-17
UAN,"CVR Partners, LP",27.62,22.85,2012-05-11,2012-05-18
UAN,"CVR Partners, LP",12.89,10.69,2015-08-07,2015-08-14
UGP,Ultrapar Participacoes S.A.,26.48,22.01,2008-10-03,2008-10-10
UGP,Ultrapar Participacoes S.A.,60.65,15.57,2011-02-25,2011-03-04
UN,Unilever NV,27.06,22.71,2008-10-10,2008-10-17
UNH,UnitedHealth Group Incorporated,45.16,37.19,2008-03-14,2008-03-21
UNH,UnitedHealth Group Incorporated,23.77,17.35,2008-10-10,2008-10-17
UNH,UnitedHealth Group Incorporated,26.6,19.65,2009-02-27,2009-03-06
UNVR,Univar Inc.,20.27,17.18,2015-10-02,2015-10-09
USM,United States Cellular Corporation,41.57,28.6,2008-10-10,2008-10-17
USM,United States Cellular Corporation,42.03,34.4,2009-02-27,2009-03-06
USM,United States Cellular Corporation,40,33.48,2013-06-07,2013-06-14
VALE,VALE S.A.,19.19,15.77,2008-10-03,2008-10-10
VALE,VALE S.A.,32.93,27.98,2011-08-05,2011-08-12
VAR,"Varian Medical Systems, Inc.",51.99,39.05,2008-10-10,2008-10-17
VC,Visteon Corporation,63.57,53.44,2011-08-05,2011-08-12
VEC,"Vectrus, Inc.",32.24,24.98,2015-03-20,2015-03-27
VEC,"Vectrus, Inc.",33.17,26.39,2016-09-02,2016-09-09
VMO,Invesco Municipal Opportunity Trust,10.66,7.45,2008-10-10,2008-10-17
VMO,Invesco Municipal Opportunity Trust,10.25,8.55,2008-12-05,2008-12-12
VR,"Validus Holdings, Ltd.",21.46,18.03,2008-10-10,2008-10-17
VRS,Verso Corporation,10.6001,5.94,2016-08-19,2016-08-26
VSTO,Vista Outdoor Inc.,51.6,41.96,2016-08-12,2016-08-19
VSTO,Vista Outdoor Inc.,38.08,28.7,2017-01-13,2017-01-20
VTN,Invesco Trust  for Investment Grade New York Municipal,11.04,8.24,2008-10-10,2008-10-17
VTR,"Ventas, Inc.",43.78,36.29,2008-10-10,2008-10-17
VTR,"Ventas, Inc.",29.29,23.84,2009-02-13,2009-02-20
W,Wayfair Inc.,32.33,25.87,2014-10-10,2014-10-17
W,Wayfair Inc.,26,21.57,2014-11-14,2014-11-21
W,Wayfair Inc.,41.79,35.21,2015-09-04,2015-09-11
W,Wayfair Inc.,44.43,36.52,2015-11-13,2015-11-20
W,Wayfair Inc.,48.08,38.99,2016-08-12,2016-08-19
WAB,Westinghouse Air Brake Technologies Corporation,45.23,37.46,2008-10-24,2008-10-31
WAB,Westinghouse Air Brake Technologies Corporation,111.14,53.37,2013-06-14,2013-06-21
WBS,Webster Financial Corporation,25.9,20.67,2008-06-06,2008-06-13
WBS,Webster Financial Corporation,18.38,15.42,2008-07-11,2008-07-18
WBS,Webster Financial Corporation,24.65,18.3,2008-10-10,2008-10-17
WBS,Webster Financial Corporation,15.22,11.7,2008-11-21,2008-11-28
WBS,Webster Financial Corporation,11.8,8.21,2009-01-16,2009-01-23
WCC,"WESCO International, Inc.",34.43,27.43,2008-10-03,2008-10-10
WCC,"WESCO International, Inc.",51.53,42.17,2011-08-05,2011-08-12
WCG,"WellCare Health Plans, Inc.",51.66,43.12,2008-01-25,2008-02-01
WCG,"WellCare Health Plans, Inc.",44.09,37.19,2008-03-14,2008-03-21
WCG,"WellCare Health Plans, Inc.",36.99,29.23,2008-07-11,2008-07-18
WCG,"WellCare Health Plans, Inc.",31.3,24.1,2008-10-10,2008-10-17
WCG,"WellCare Health Plans, Inc.",13.71,11.63,2009-01-16,2009-01-23
WCG,"WellCare Health Plans, Inc.",15.07,11.05,2009-02-20,2009-02-27
WCG,"WellCare Health Plans, Inc.",19.88,16.53,2009-05-15,2009-05-22
WCG,"WellCare Health Plans, Inc.",31.91,26.25,2010-02-19,2010-02-26
WCG,"WellCare Health Plans, Inc.",54.61,43.85,2011-07-29,2011-08-05
WCG,"WellCare Health Plans, Inc.",66.19,55.12,2012-08-03,2012-08-10
WCG,"WellCare Health Plans, Inc.",74.92,61.61,2014-07-25,2014-08-01
WCN,"Waste Connections, Inc.",34.34,28.23,2008-11-28,2008-12-05
WCN,"Waste Connections, Inc.",34.21,17.35,2010-04-01,2010-04-08
WCN,"Waste Connections, Inc.",34.27,20.68,2013-03-01,2013-03-08
WFC,Wells Fargo & Company,34.05,28.72,2008-11-07,2008-11-14
WFC,Wells Fargo & Company,29.74,25.14,2009-01-09,2009-01-16
WGL,WGL Holdings Inc,31.88,24.84,2008-10-10,2008-10-17
WGP,"Western Gas Equity Partners, LP",34.78,28.06,2016-01-15,2016-01-22
WHR,Whirlpool Corporation,62.13,49.16,2008-10-24,2008-10-31
WHR,Whirlpool Corporation,30.97,26.25,2009-02-20,2009-02-27
WLK,Westlake Chemical Corporation,19.31,16.05,2008-01-04,2008-01-11
WLK,Westlake Chemical Corporation,19.79,15.95,2008-02-22,2008-02-29
WLK,Westlake Chemical Corporation,28.14,22.29,2010-05-07,2010-05-14
WLK,Westlake Chemical Corporation,52.67,43.59,2011-08-05,2011-08-12
WLK,Westlake Chemical Corporation,133.59,66.97,2014-03-21,2014-03-28
WLKP,Westlake Chemical Partners LP,28.7,20.3,2015-05-08,2015-05-15
WNC,Wabash National Corporation,10.23,7.36,2010-05-21,2010-05-28
WNC,Wabash National Corporation,13.31,11.31,2014-10-10,2014-10-17
WNC,Wabash National Corporation,13.38,11.1,2016-10-28,2016-11-04
WNC,Wabash National Corporation,22.65,19.03,2017-07-28,2017-08-04
WPP,WPP plc,37.23,31.54,2008-10-10,2008-10-17
WR,"Westar Energy, Inc.",22.23,18.64,2008-10-10,2008-10-17
WSO,"Watsco, Inc.",47.87,37.27,2008-10-17,2008-10-24
WTI,"W&T Offshore, Inc.",44.3,34.7,2008-08-08,2008-08-15
WTI,"W&T Offshore, Inc.",30.19,22.18,2008-10-03,2008-10-10
WTI,"W&T Offshore, Inc.",18.05,14.62,2008-11-14,2008-11-21
WTI,"W&T Offshore, Inc.",10.34,8.05,2009-02-27,2009-03-06
WTI,"W&T Offshore, Inc.",11.21,9.17,2009-06-19,2009-06-26
WTI,"W&T Offshore, Inc.",11.2,9.47,2010-04-30,2010-05-07
WTI,"W&T Offshore, Inc.",25.59,20.58,2011-03-04,2011-03-11
WTI,"W&T Offshore, Inc.",27.86,21.83,2011-08-05,2011-08-12
WTI,"W&T Offshore, Inc.",18.64,14.18,2011-09-23,2011-09-30
WTI,"W&T Offshore, Inc.",18.92,15.46,2014-05-09,2014-05-16
WTI,"W&T Offshore, Inc.",10.6,7.53,2014-11-28,2014-12-05
WTM,"White Mountains Insurance Group, Ltd.",404.72,297,2008-10-10,2008-10-17
WTM,"White Mountains Insurance Group, Ltd.",320,211.75,2008-11-21,2008-11-28
WTM,"White Mountains Insurance Group, Ltd.",195,165,2009-03-06,2009-03-13
WU,Western Union Company (The),19.55,14.53,2008-10-24,2008-10-31
WU,Western Union Company (The),14.6,11.95,2012-11-02,2012-11-09
WWE,"World Wrestling Entertainment, Inc.",12.4,9.59,2008-11-21,2008-11-28
WWE,"World Wrestling Entertainment, Inc.",27,20.29,2014-04-11,2014-04-18
WWE,"World Wrestling Entertainment, Inc.",17.35,11.27,2014-05-16,2014-05-23
WWE,"World Wrestling Entertainment, Inc.",16.78,13.73,2015-04-02,2015-04-09
WYN,Wyndham Worldwide Corp,15.05,12.7,2008-10-03,2008-10-10
WYN,Wyndham Worldwide Corp,12.61,10.54,2009-05-15,2009-05-22
WYN,Wyndham Worldwide Corp,34.94,28.86,2011-08-05,2011-08-12
XIN,Xinyuan Real Estate Co Ltd,13.7,11.3999,2008-01-11,2008-01-18
XIN,Xinyuan Real Estate Co Ltd,11.89,9.9199,2008-03-07,2008-03-14
XNY,China Xiniya Fashion Limited,10.05,7.9,2011-01-07,2011-01-14
XON,Intrexon Corporation,34.12,27.34,2015-01-23,2015-01-30
XON,Intrexon Corporation,61.97,47.52,2015-08-14,2015-08-21
XON,Intrexon Corporation,51.615,39.34,2015-09-25,2015-10-02
XON,Intrexon Corporation,37.75,29.01,2016-04-22,2016-04-29
Y,Alleghany Corporation,415,348.5,2008-09-26,2008-10-03
YELP,Yelp Inc.,24.85,19.8,2012-03-09,2012-03-16
YELP,Yelp Inc.,26.32,21.64,2012-07-13,2012-07-20
YELP,Yelp Inc.,77.39,65.76,2014-04-04,2014-04-11
YELP,Yelp Inc.,50.98,39.76,2015-05-01,2015-05-08
YELP,Yelp Inc.,33.98,26.4,2015-07-31,2015-08-07
YELP,Yelp Inc.,42.36,35.83,2017-02-10,2017-02-17
YELP,Yelp Inc.,35.67,28.7,2017-05-12,2017-05-19
